,ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
GO:0035234,BP,ectopic germ cell programmed cell death,6,1,0.807399741858909,1,CASP2
GO:0034616,BP,response to laminar fluid shear stress,14,3,0.807427956815291,1,ETS1;ASS1;MAP2K5
GO:0035510,BP,DNA dealkylation,30,5,0.807458480813668,1,STPG4;MGMT;USP7;FTO;TOX
GO:1904046,BP,negative regulation of vascular endothelial growth factor production,24,1,0.807626729835442,1,NUTF2
GO:0072178,BP,nephric duct morphogenesis,9,2,0.807630088273466,1,PAX2;BMP4
GO:0031668,BP,cellular response to extracellular stimulus,236,53,0.808005305800696,1,DNM1L;SLC38A3;FAM107A;GABARAP;COL1A1;COMT;SESN3;CYP24A1;TLE5;NIM1K;EIF2S1;FLCN;ATG14;FOXO3;CLEC16A;SZT2;RRP8;VPS41;DCPS;DNAJC15;GSTP1;HNRNPA1;ICAM1;JUN;LYN;MAX;MDM2;MAP3K5;ASGR1;ATF3;PRKAG2;PDK2;PDK4;PENK;PLEC;PRKAG3;PRKAA2;SLC39A4;MAPK1;MAPK8;WDR45B;RPTOR;RRAGD;SFRP1;SRD5A1;SREBF1;TP53;UCP2;WNT2B;WRN;ZC3H12A;ULK1;STK24;TNKS;CBS;BRSK2;NUAK1
GO:0007342,BP,fusion of sperm to egg plasma membrane involved in single fertilization,22,2,0.808091419895184,1,SPACA6;SPAM1;NOX5
GO:0030195,BP,negative regulation of blood coagulation,49,9,0.80812055045259,1,SH2B3;ADAMTS18;ABAT;ANXA2;APOE;KRT1;PDGFB;PDGFRA;PRKG1
GO:0120192,BP,tight junction assembly,70,14,0.808251002548607,1,CLDN3;MARVELD2;DLG1;CLDN14;NPHP4;ARL2;MYO1C;F11R;PRKCH;PARD3;TBCD;ACTG1;TNF;FZD5
GO:1902953,BP,positive regulation of ER to Golgi vesicle-mediated transport,5,1,0.808329090558173,1,TBC1D20
GO:0006582,BP,melanin metabolic process,22,4,0.808377497323052,1,CTNS;SLC7A11;OCA2;PMEL;ZEB2
GO:0051125,BP,regulation of actin nucleation,29,6,0.808384735681513,1,NCKAP1;WASF3;CORO1A;CYFIP1;GSN;FMN1;SCIN
GO:0046513,BP,ceramide biosynthetic process,65,14,0.808503230071556,1,SPTSSB;SGMS2;SIRT3;ALOX12B;CERS6;SGMS1;ST3GAL1;ST3GAL3;UGT8;ST8SIA4;CERS4;B4GALT3;B3GALT4;ST3GAL5;SPTLC2
GO:0010896,BP,regulation of triglyceride catabolic process,14,2,0.808505692545538,1,APOA1;PNPLA2
GO:0048752,BP,semicircular canal morphogenesis,5,1,0.808571354433225,1,TBX1
GO:0060603,BP,mammary gland duct morphogenesis,29,7,0.808629311174935,1,LRP5;PML;PTCH1;CSMD1;SRC;DDR1;NTN1
GO:2001015,BP,negative regulation of skeletal muscle cell differentiation,6,1,0.808642706425156,1,S100B
GO:0036498,BP,IRE1-mediated unfolded protein response,19,3,0.808701303091068,1,BCL2L11;DAB2IP;ERN1
GO:0098910,BP,regulation of atrial cardiac muscle cell action potential,4,1,0.808787387330523,1,RYR2
GO:0003298,BP,physiological muscle hypertrophy,33,6,0.808958978425674,1,AKAP13;GSK3A;PAK1;RGS4;DDX39B;SORBS2
GO:0003301,BP,physiological cardiac muscle hypertrophy,33,6,0.808958978425674,1,AKAP13;GSK3A;PAK1;RGS4;DDX39B;SORBS2
GO:0061049,BP,cell growth involved in cardiac muscle cell development,33,6,0.808958978425674,1,AKAP13;GSK3A;PAK1;RGS4;DDX39B;SORBS2
GO:0030730,BP,sequestering of triglyceride,18,3,0.809018139234095,1,OSBPL11;PNPLA2;TNF
GO:0030316,BP,osteoclast differentiation,91,19,0.809061228124344,1,TOB2;CCR1;OSCAR;FBN1;SBNO2;FOXP1;SNX10;ANXA2;INPP5D;MITF;PAFAH1B1;PIK3R1;GPR137;SFRP1;SRC;TNF;PRXL2A;GPR55;CD81
GO:0009235,BP,cobalamin metabolic process,11,2,0.809114555203843,1,MMAA;ABCC1
GO:0003274,BP,endocardial cushion fusion,4,1,0.809147945907207,1,GATA5
GO:0046826,BP,negative regulation of protein export from nucleus,6,1,0.809149978791732,1,PARK7
GO:0009156,BP,ribonucleoside monophosphate biosynthetic process,29,5,0.809221040459307,1,ADA;ADK;UPP2;ADSS2;ATIC;UCK2
GO:0060707,BP,trophoblast giant cell differentiation,13,2,0.809319785927783,1,E2F7;NR2F2
GO:0016078,BP,tRNA catabolic process,13,2,0.809412166193945,1,SLFN13;EXOSC2;NSUN2
GO:0006941,BP,striated muscle contraction,167,38,0.8094321794273,1,AKAP9;CHGA;ADORA1;GRK2;DLG1;ALDOA;NEDD4L;CTNNA3;GSN;JUP;KCND3;KCNJ5;KCNJ8;KCNQ1;ATP1A1;NOS1;TNNI3K;PDE4B;PDE4D;ATP8A2;PGAM2;MAP2K3;MAP2K6;TRPV4;RYR2;SCN4A;SLC8A1;SLC8A3;SLC9A1;TNNC1;TNNT3;CACNA1C;CACNA1D;CACNB2;CALM1;ZC3H12A;CALM2;CACNA1G;HDAC4;ARHGEF11
GO:1990830,BP,cellular response to leukemia inhibitory factor,89,19,0.809444284970359,1,B3GNT2;PADI2;CTBP2;EIF4A2;FGF4;SBNO2;NR5A2;MRPL15;SNX10;HK2;ICAM1;JARID2;MAT2A;PFKP;PML;KLF5;TLE4;ARID5B;RNMT;LRAT;GFPT2
GO:0031115,BP,negative regulation of microtubule polymerization,14,3,0.809455859880875,1,EML2;TBCD;ARHGEF7
GO:0060339,BP,negative regulation of type I interferon-mediated signaling pathway,20,3,0.809481386735727,1,DCST1;YTHDF2;CACTIN;NLRC5
GO:0009168,BP,purine ribonucleoside monophosphate biosynthetic process,18,3,0.809503690548133,1,ADA;ADK;ADSS2;ATIC
GO:0006892,BP,post-Golgi vesicle-mediated transport,101,24,0.809545239898339,1,OPTN;RACK1;ARFGEF2;EXOC5;SORCS1;OSBPL5;AP3S1;VTI1A;CSK;COMMD1;ACSL3;MACF1;GAK;STEAP2;ATP2C1;GOLGA4;ANK3;STXBP6;LAMP1;KIF16B;EXOC2;EXOC4;VPS52;KIF13A;RAB34;DOP1B
GO:0015851,BP,nucleobase transport,8,1,0.809567006536123,1,SLC28A3
GO:0008212,BP,mineralocorticoid metabolic process,12,2,0.809576669992393,1,BMP6;CACNA1H
GO:0045851,BP,pH reduction,42,8,0.809667827137492,1,ATP6V0E2;DMXL1;ATP6V0A4;ATP6V1H;CLN6;AVP;UBE3A;CA7;CCKBR
GO:1905205,BP,positive regulation of connective tissue replacement,12,1,0.809723150539977,1,PPP3CA
GO:0060355,BP,positive regulation of cell adhesion molecule production,7,1,0.809924563805251,1,FLOT1
GO:0035904,BP,aorta development,58,14,0.809939375231498,1,TAB1;AP2B1;FGF8;LRP1;MYLK;NGFR;PDE2A;DLL4;ADAMTS9;ROBO1;SIX1;TBX1;TBX2;TFAP2B;DCTN5
GO:0014015,BP,positive regulation of gliogenesis,64,14,0.809971877506137,1,E2F1;EGFR;EGR2;ZNF365;TENM4;LYN;NKX2-2;PPP1CC;PRKCH;PTPRZ1;RHEB;TNF;TP73;TTBK1
GO:1901657,BP,glycosyl compound metabolic process,82,14,0.810026613332142,1,ADA;PEMT;ADK;MACROD2;UPP2;ADAL;DTYMK;AKR1B1;MACROD1;ATIC;NT5C3A;UPB1;PRTFDC1;AKR7A2;CDA;LCMT2
GO:2000674,BP,regulation of type B pancreatic cell apoptotic process,10,2,0.810199177496347,1,EIF2S1;TCF7L2
GO:2000354,BP,regulation of ovarian follicle development,6,1,0.810571169565595,1,SRC;HYAL3
GO:0030213,BP,hyaluronan biosynthetic process,14,3,0.810659429479223,1,PDGFB;SMPD3;CEMIP
GO:0061061,BP,muscle structure development,618,152,0.810667081226837,1,FLOT1;ADARB1;ZBTB18;NEBL;CENPF;LBX1;FRS2;EHD1;VAX1;GLMN;BVES;AKAP13;COL11A1;KLHL40;CSRP1;ZFPM1;DDIT3;DDX5;DTYMK;EGR1;EGR2;MTLN;AKT1;EVC;LEMD2;RBM24;FOXK1;FGF3;FGF8;FHL2;ITGA11;ZNF609;KDM6B;FLNB;SYNE1;ZFPM2;MYOF;GPX1;GSK3A;NRG1;EHD2;HLF;ACADM;IFRD1;IGF2;ILK;ISL1;ITGA7;KRAS;KRT8;LGALS1;ARRB2;MBNL1;MDM2;MMP14;ASS1;MYH9;ZFHX3;MYLK;ATF3;NEB;NFATC1;NFATC2;NFATC3;NOS1;PAK1;PAX5;MYEF2;PAX7;LEF1;SFMBT1;PDGFB;PDGFRA;PLEC;DLL4;RBFOX1;PPP3CA;MESP1;UNC45A;BIN3;JPH2;NLN;ADGRB1;ALPK3;ADGRB3;RARB;RB1;HIVEP3;RGS4;BCL9;RORA;RYR1;RYR2;BDNF;S100B;SHOX2;SMYD3;NIBAN2;SIX1;SKI;BMP4;SLC8A1;SLC9A1;ZFP36L1;SVIL;KLF5;TBX1;TBX2;TBX5;TCF7L2;TCF12;NR2F2;TLL2;ACTG1;TNF;TNNC1;TNNT3;UTRN;BTG2;DDX39B;TMEM204;SYNPO2L;FHOD3;ADAM12;ACTN4;WNT5B;CAPN2;CAPN3;ARID5B;SORBS2;YBX3;CAV2;ACTN1;MYOM1;CD164;ACTN2;SGCE;CACNA1H;WNT3A;PDLIM1;NEURL1;DYRK1B;MYOM2;DNER;OLFM2;PRDM6;IGSF8;TRIP4;QKI;CD53;HDAC9;CD81;RIPOR2;HDAC4;PIEZO1
GO:0000375,BP,RNA splicing, via transesterification reactions,277,55,0.810795763532935,1,MBNL2;RBM7;RBM5;SRRM1;SF3B4;CWC27;SF3A1;PPIH;SYNCRIP;PRPF8;CELF2;SRSF10;RNPS1;SF3B2;RBFOX3;DDX5;DHX9;RBM24;PPWD1;SF3B3;SRRM2;RNU5E-1;RNU5D-1;LSM1;DCPS;TRA2A;HMX2;HNRNPA1;HNRNPF;MAGOH;MBNL1;NPM1;NUP98;RBMXL1;DBR1;CRNKL1;ZBTB7A;PLRG1;PRMT7;RBFOX1;TXNL4B;PRPF39;CWF19L1;PRPF40A;CELF4;CACTIN;RBM25;SFSWAP;TRA2B;RBM42;DDX39B;GEMIN7;ESRP2;FAM172A;WDR83;CDK13;BUD31;SART1;QKI;PRDX6;WTAP;DHX38;RBM19;THRAP3
GO:1903223,BP,positive regulation of oxidative stress-induced neuron death,6,1,0.810811843782201,1,TRPM2
GO:0099637,BP,neurotransmitter receptor transport,25,6,0.811057861770831,1,CACNG3;CLSTN1;NSG1;HIP1;MAPK10;CACNG8
GO:0043534,BP,blood vessel endothelial cell migration,165,31,0.811242619163845,1,CLEC14A;EFNA1;EMP2;AKT1;ETS1;PTK2B;FGFR1;VASH1;GPX1;RGCC;HSPB1;APOA1;APOE;JUP;MIR101-1;MIR193A;MYH9;NF1;ATP2B4;ATP5F1A;PDGFB;DLL4;PRKCA;MAP2K3;MAP2K5;JCAD;ROBO1;NR2E1;TNF;PIK3R3;SCARB1;HDAC9
GO:0042364,BP,water-soluble vitamin biosynthetic process,6,1,0.811283926255675,1,PDXK
GO:0046146,BP,tetrahydrobiopterin metabolic process,8,1,0.811295884157401,1,PCBD2
GO:0140212,BP,regulation of long-chain fatty acid import into cell,8,2,0.811348393786994,1,AKT1;ACSL1
GO:0031326,BP,regulation of cellular biosynthetic process,3795,865,0.811413186337283,1,MIR365A;C8orf88;PARP3;KRBOX1;CDH13;TRAP1;YAF2;SORBS3;TENM1;EIF1;FLOT1;RAMP1;CDKN1B;CDKN1C;ZNF267;IKZF1;ABCA7;NOD1;RACK1;PEMT;ZBTB18;TRIM38;MIR9-1HG;SYNCRIP;HTATIP2;ARFGEF1;CCT2;SORBS1;POMT1;RBCK1;TXNIP;CENPF;IGF2BP1;CES1;LBX1;KLF1;RAI1;TOB2;ZMYND11;SRSF10;ZNF274;ZNF268;MALT1;CBX1;ADIRF;SLC38A3;VAX1;RBPMS;RIPK3;SOX30;TRIM31;FOXN3;PWP1;ERLIN2;BAZ1A;CHEK2;IRAK3;PADI2;SP140;SNF8;IL17F;KLF12;NACC1;MED8;PARK7;CBX3;ADCY8;ESCO1;OSR2;BATF2;FOXP4;ZNF526;NIBAN1;DBX1;FOXN4;CCR7;CMKLR1;CDYL2;ZNF543;HMGB4;COL1A1;BHLHE23;TSHZ2;ACMSD;ZNF513;ATPSCKMT;STARD4;RIPPLY2;NCOA7;TRIM40;NOBOX;KLF14;ATF6B;CREM;ZNF358;NEK7;GATA5;ZBTB46;PARP1;PIWIL4;SPTY2D1;E2F7;ZNF597;ZNF785;ZNF98;SAMD11;CTBP1;CTBP2;GLIS1;RNF187;CTNS;COMMD1;GDF7;CUX1;NFXL1;DAB2IP;HDGFL1;PNLDC1;CYP1B1;ZNF425;NKX2-3;DGKQ;DAPK1;DAPK3;ZFPM1;ZNF610;ZNF296;ZNF709;TMPRSS6;DDIT3;AEBP1;DDX5;PARP15;TLE5;DHX9;ZBTB49;GLIS3;SSBP4;DHX36;DLG1;DLX4;DLX6;DNA2;DNMT3A;ARID3A;ATN1;DVL2;E2F1;E2F2;E2F3;EBF1;PHC2;AGO3;EFNA1;EGFR;EGR1;EGR2;MYRFL;EIF2S1;DCP1B;PAOX;ZNF778;NLRC3;EIF4A2;EIF4EBP2;EIF5A;ABCA2;FLCN;ZBTB7C;ENO1;AK4;AKT1;ERG;ESRRB;ESRRG;ETS1;MECOM;EVX1;EWSR1;F2R;FANCA;ACSL3;PTK2B;BPTF;MED19;ZNF438;RBM24;ZSCAN25;SP8;FOXK1;FGF4;MAPK15;FHL2;IKZF2;ZNF507;ADNP2;ZBTB1;SBNO2;ATF6;SCAP;SAMD4A;ZNF292;MYT1L;NCOA6;ZNF609;CAND2;ERC1;FOXO3;ZNF423;MRPS27;TNRC6B;KDM6B;METAP1;PASK;CYFIP1;CAMTA1;SATB2;CUX2;CRTC1;RRP8;EXOSC2;SIRT3;ZFPM2;ITGB3BP;KAT6B;FOSL2;DDAH1;SSBP3;PLXNB2;SLC7A11;ALK;NR5A2;ZNF396;FYN;EBF3;XRCC6;GABPA;ZNF683;BAMBI;GALR1;NELFB;IL4I1;WWTR1;SIN3A;SS18L1;AUTS2;ZBTB20;MTG2;EHF;GCK;NR6A1;ELP4;GDNF;GFI1;SND1;FOXP1;SNX5;BRPF3;AGO2;LSM1;VENTX;GCLC;GLI3;SLCO3A1;IFNL1;ZNF311;KCTD1;NWD1;ZNF875;ZNF326;ZNF775;ZFP41;SCAI;GRB7;DCPS;RGCC;MRPL13;KLF15;GRIN1;ATAD2;NR3C1;SSU72;UHRF1;GSC2;GSK3A;GRHL1;PURG;DNMT3L;RAX;HCK;HEXB;CXXC1;NRG1;HHEX;HIC1;HIVEP1;HLA-DRB1;HLF;HMX2;EIF4E3;HNRNPA1;TLX1;HOXA2;HOXA3;HOXA4;HOXA7;HOXB1;HOXB2;HOXB3;HOXB5;HOXB6;HOXB8;APBB1;HOXC4;HOXC5;HOXC6;HOXC11;APBB2;HOXD13;HRAS;PRMT2;HSPA1A;HSPB1;BIRC5;HSP90AA1;SNAI3;APOA1;ICAM1;ZNF546;NANOS2;TFAP2E;ZNF678;IDH1;ZNF774;ATXN1L;ZSCAN22;BARHL2;EVX2;APOE;IGF2;ZNF233;IL2;IL11;FOXK2;ILK;ING1;INSR;IRAK2;IRF2;IRF7;ISL1;JAK2;JARID2;JUN;JUP;ZNF829;AGRN;SLC27A1;KRAS;VGLL3;AFF3;BSX;ONECUT3;HELT;LDLR;LEPR;LHCGR;LIMS1;LMO1;LMX1A;PHOX2A;LRP5;GTF2H5;LYL1;MIR101-1;MIR9-1;EPCAM;SMAD2;ARRB2;MAGOH;MAX;MAZ;MDM2;MAP3K5;MET;MITF;MLH1;MLLT1;MMP8;ZNF727;MIR148B;ASS1;TRIM37;MYC;ZFHX3;MYO6;PPP1R12A;ATF1;NAB1;ATF3;NCK1;ATM;RERE;NEDD8;ATP1A1;NFATC1;NFATC2;NFIA;NFATC3;NFIC;NFIX;NFKB2;NFKBIA;NFKBIL1;NFYC;NGFR;NKX2-2;NME2;NODAL;NOS1;CNOT2;CNOT3;NOTCH3;NOTCH4;NPAS1;NPAS2;NPM1;ROR2;NUP98;ATP2B4;RBMXL1;OPRD1;SIX6;ORC2;OTX1;OVOL1;P2RY1;PRKN;PAX2;PAX5;MYEF2;IRX4;HP1BP3;PAX7;HDGFL3;PBX1;PBX3;PCBP1;SOST;LEF1;ZNF219;WAC;PRR16;ZBTB7A;CRLF3;PDE2A;YTHDF2;PRRX2;SFMBT1;PDE8A;SIRT7;PDGFB;MED15;KLF13;PDK2;PDK4;NLK;WWOX;PEX14;PIK3R1;PIK3R2;PITX3;PKHD1;PLAGL1;BCL11A;PML;RIPPLY3;TRIM34;POU1F1;MIER2;POU3F2;ING3;DLL4;EGLN1;INO80;PAF1;MPHOSPH8;RNF111;MBTD1;PPID;GATAD2A;CASZ1;NSD3;CHTF8;LIME1;TRNAU1AP;PINX1;ZSCAN2;RMND1;BANK1;RNF31;AVP;WRAP53;ELP3;YY1AP1;PPP3CA;ZNF331;MAML3;CNOT11;PRIM2;ZNF407;DEPDC1;LYAR;ZNF416;KANSL3;PKIB;RCOR3;LRIF1;DCP1A;HR;TRERF1;PRKCH;CENPJ;ZKSCAN7;MESP1;PRKCZ;KMT2E;MAPK1;MAPK8;MAPK10;MAP2K3;MAP2K5;MAP2K7;INPP5E;PSEN1;BARHL1;CELF4;MEIS3;ENY2;RGMA;PRDM11;BBX;SALL4;ZMIZ1;PTCH1;PTH1R;TENM2;CNOT6;AHRR;ARID1B;MTA3;RPTOR;ZNF319;ZFAT;POGK;MIER1;ZNF529;SFMBT2;CCAR2;GRHL3;NKX3-2;PEX2;PXN;CREBZF;CACTIN;RAD17;RARB;RB1;HIVEP3;SIGIRR;RBL2;TRPV4;RELB;RFC2;TRIM27;RFX1;BRD2;BACH2;GUF1;ABCE1;EEFSEC;BCL9;RORA;RORC;RPL6;RPL26;ZNF704;RXRB;RXRG;S100A1;S100A9;SATB1;ATXN1;PKNOX2;DMRTC2;DMRTB1;NEUROD6;PRDM16;NPAS3;SMOC2;MAGEF1;NOD2;IRF2BPL;SFRP1;ZNF487;KLHL25;SGK1;BNC1;ASCL5;SHOX2;SMYD3;CREB3L2;CRTC3;BMI1;ISL2;NIBAN2;PPP1R3G;SIM1;SIM2;SIX1;SKI;JMJD4;BMP4;ZNF649;BMP6;SLC9A1;SMARCA2;BRD9;CAPRIN2;ZSCAN18;SMARCC2;SOAT1;SOX5;SOX12;SPI1;SRC;SREBF1;SSBP1;BRCA2;BRDT;ZFP36L1;STAR;STAT1;NEK4;STK3;TACC1;TAF7;KLF5;TAL1;TAL2;TBX1;TBX2;TBX5;TCF4;TCF7L2;TCF12;ZNF354A;TCF20;TERF2;TFAP2A;TFAP2B;TFAP4;NR2F2;TFDP1;TFR2;TGFB1I1;TGIF1;THRA;TIAL1;TLE1;TLE4;NR2E1;TNF;TP53;TP73;TPR;C3;TRAF2;TRPS1;TTF1;ZNF814;UBE2D1;UBE2I;UBE2V1;UBE3A;UBTF;TRPV1;MYRF;NELFA;WNT7A;XPC;YES1;ZFP36;ZIC1;ZNF8;ZNF16;ZNF22;ZNF23;ZBTB25;ZNF74;ZNF75A;ZNF133;PCGF2;ZBTB16;ZBTB17;ZNF154;TRIM26;ZNF175;ZSCAN26;ZKSCAN8;ZNF213;ZNF214;ZNF215;ZNF112;PRDM2;CSDE1;BTG2;PAX8;FZD5;USP7;FTO;LBHD1;TNIP2;DDX39B;IRX1;ZXDC;BEND5;ZNF408;EHMT1;RPAP2;ZNF212;LPCAT1;ZNF672;SETD6;NANOG;TNIP3;WWC2;PIF1;NR4A3;PTGES2;ZC3H12A;DBF4B;LHX3;MLLT10;SP6;AKNA;PBX4;ZFP91;KMT2D;HMGA2;ACTN4;DPF3;LBH;TSC22D4;ELL;CAPN2;CAPN3;TRRAP;AXIN1;BAP1;TRAPPC9;ITCH;PCBD2;ZIC4;BCAR3;ARID5B;ASCC2;NLRC5;CHD6;ZMYND15;MED10;CARD11;MAML2;DYRK2;EFCAB7;CUL3;ZNF559;FOXN1;DGAT2;GLIS2;KDM2B;INSM2;LOXL3;CAT;PCGF1;RIOX2;PARP10;ZNF341;ZNF382;ATOH8;UTP4;ZNF566;MAEL;TOX2;ENC1;YBX3;CBX4;HELZ2;UNK;ZNF518B;FCN3;SCRT2;MKNK1;RUNX2;RUNX1;STC2;CDK13;TP63;CBFA2T3;RUNX3;TNKS;EIF3B;EIF3H;ACTN1;EED;FADD;ACTN2;IL18R1;GALR2;TSC22D1;LDB1;SQSTM1;BUD31;FUBP3;CCND3;USP13;WNT3A;TRIM15;ZNF628;LIMD1;DPH6;RNF8;UBA3;MED30;BTAF1;PPP1R3E;LDB2;ZNF598;DNAJA3;ACVR1B;MTA1;L3MBTL4;PDLIM1;SMC3;ZNF502;NEURL1;DYRK1B;MAP3K13;DEDD;ACVR2A;CD4;ZMYM5;LRRFIP2;GCM2;FANK1;ZBTB22;PRDM6;TRIP13;HMGN3;TRIP4;ZNHIT3;LHX2;FOXP2;LPXN;MED21;CDYL;TNFSF8;QKI;AIM2;HAND2;CD36;ONECUT2;SCARB1;TBX4;CD38;BAG3;MACROH2A1;H6PD;NR1D1;CD47;NCOR2;MICAL2;CTR9;LPIN2;EIF5B;PUM1;HDAC9;CD81;HDAC4;TOX;CTIF;KEAP1;ARHGEF11;ZEB2;CDK11B;EPM2AIP1;MED24;ZBED4;G3BP2;PAN2;THRAP3;CDC42;CDH1;CASP8AP2
GO:0006730,BP,one-carbon metabolic process,38,7,0.811453454358968,1,MTHFD1L;MAT2A;MTHFD1;CA10;CA4;CA7;CA8
GO:0035864,BP,response to potassium ion,16,3,0.811506707830136,1,DLG2;DLG4;CACNA1H
GO:0060267,BP,positive regulation of respiratory burst,7,1,0.811524961659051,1,INSR
GO:0032095,BP,regulation of response to food,18,3,0.811641988613499,1,GHSR;OPRM1;PRKCG;CCK
GO:0032964,BP,collagen biosynthetic process,49,9,0.81164266626885,1,COL1A1;COL5A1;F2R;RGCC;ARRB2;RAP1A;BMP4;RUNX1;ADAMTS3
GO:0046636,BP,negative regulation of alpha-beta T cell activation,40,7,0.811663501023208,1,CD300A;GLI3;IL2;ZC3H12A;ITCH;LOXL3;RUNX1;RUNX3
GO:0019919,BP,peptidyl-arginine methylation, to asymmetrical-dimethyl arginine,5,1,0.811716881252866,1,PRMT2
GO:0021828,BP,gonadotrophin-releasing hormone neuronal migration to the hypothalamus,4,1,0.811745540955913,1,NDNF
GO:0021856,BP,hypothalamic tangential migration using cell-axon interactions,4,1,0.811745540955913,1,NDNF
GO:0044314,BP,protein K27-linked ubiquitination,6,1,0.811855042495024,1,PRKN
GO:0006167,BP,AMP biosynthetic process,6,1,0.81209464439928,1,ADK;ADSS2
GO:0070940,BP,dephosphorylation of RNA polymerase II C-terminal domain,5,1,0.81232161974094,1,SSU72;RPAP2
GO:1903894,BP,regulation of IRE1-mediated unfolded protein response,14,2,0.81232930515554,1,BCL2L11;DAB2IP
GO:0038165,BP,oncostatin-M-mediated signaling pathway,5,1,0.81243617861376,1,LIFR
GO:1902231,BP,positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage,6,1,0.812457994164024,1,RPL26
GO:0035751,BP,regulation of lysosomal lumen pH,14,2,0.812478144827559,1,CLN6;TMEM175
GO:0002931,BP,response to ischemia,57,12,0.812557376969224,1,BVES;EGR1;AKT1;ABRAXAS2;MLYCD;PANX1;GJB2;HK2;MAP3K5;MAP2K6;TP53;NDNF;SQSTM1
GO:0032413,BP,negative regulation of ion transmembrane transporter activity,80,15,0.812643380995064,1,GNB5;EPHB2;HECW1;NEDD4L;CBARP;STK39;ANK3;ANO9;PRKCE;HECW2;RRAD;THADA;CALM1;CALM2;ACTN2
GO:0051055,BP,negative regulation of lipid biosynthetic process,57,10,0.812654883005051,1,ERLIN2;ABCA2;SCAP;GFI1;APOE;SLC27A1;MIR9-1;ATP1A1;PDGFB;LPCAT1;CCDC3
GO:0030522,BP,intracellular receptor signaling pathway,253,61,0.812709764117164,1,PADI2;PARK7;SLC15A4;CRKL;PARP1;LACC1;CTBP2;CYP24A1;DDX5;ESRRB;ESRRG;NR5A2;NR6A1;GHRHR;FOXP1;NR3C1;PRMT2;HSPA1A;IRF7;ISL1;JAK2;NFKBIA;NODAL;CNOT2;PAK1;ZBTB7A;PML;PPP5C;TRERF1;LMO3;MAP2K6;PMEPA1;ZMIZ1;AHRR;RARB;RORA;RORC;RXRB;RXRG;NOD2;SFRP1;SRC;SREBF1;TAF7;TBX1;NR2F2;THRA;NR2E1;UBE3A;NR4A3;RNF34;KMT2D;HMGA2;ACTN4;LBH;ITCH;TP63;ALDH1A2;TRIM15;TRIP4;NR1D1;NCOR2;PUM1
GO:0051961,BP,negative regulation of nervous system development,139,35,0.812744588472882,1,SEMA6B;VAX1;DAB1;DCC;EPHB2;ELAPOR2;RUFY3;FSTL4;DAAM2;DRAXIN;LDLR;NF1;NTRK3;PITX3;PPP3CA;PSEN1;RGMA;SEMA6A;DIP2B;PTPRS;SKI;SLIT1;THY1;NR2E1;TNF;TP53;TRPC6;WNT7A;SEMA3B;SEMA6D;ULK1;WNT3A;SEMA5A;LHX2;NTN1;NR1D1
GO:1901228,BP,positive regulation of transcription from RNA polymerase II promoter involved in heart development,5,1,0.812966836959953,1,GATA5
GO:0097107,BP,postsynaptic density assembly,18,4,0.813068072270242,1,NTRK3;PTPRS;SHANK3;NRXN2
GO:0048069,BP,eye pigmentation,5,1,0.813111755666907,1,OCA2
GO:0098711,BP,iron ion import across plasma membrane,8,1,0.813151208207786,1,STEAP2
GO:0090232,BP,positive regulation of spindle checkpoint,7,1,0.813198730522744,1,TPR;XRCC3
GO:0090267,BP,positive regulation of mitotic cell cycle spindle assembly checkpoint,7,1,0.813198730522744,1,TPR;XRCC3
GO:0045110,BP,intermediate filament bundle assembly,7,1,0.813836299734811,1,NEFM
GO:0097376,BP,interneuron axon guidance,4,1,0.813925793844412,1,EVX1
GO:0045198,BP,establishment of epithelial cell apical/basal polarity,15,3,0.8139431010329,1,LAMA1;CAMSAP3;CDC42
GO:0045602,BP,negative regulation of endothelial cell differentiation,12,2,0.814016910563196,1,S1PR3;NOTCH4
GO:0046174,BP,polyol catabolic process,25,5,0.814027858461489,1,NUDT3;GK5;IMPA2;INPP5A;INPP5E;SYNJ2
GO:0010939,BP,regulation of necrotic cell death,37,6,0.814039095385784,1,RBCK1;RIPK3;MIR101-1;TP53;FZD9;YBX3;FADD
GO:0038127,BP,ERBB signaling pathway,120,28,0.814114334248637,1,CDH13;ADORA1;DAB2IP;EGFR;AKT1;PTK2B;GAB1;SNX5;GRB7;NRG1;HIP1;PDE6G;SHC3;SLC30A10;KIF16B;MAPK1;PSEN1;PTK2;PTK6;PTPN3;SOS1;SRC;TGFA;RHBDF2;BCAR3;DGKD;MVB12B;NEURL1;BCAR1
